,beam,class,cleaned_text,class_labels
1158,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense expensive it is truly defined for the fox i wouldn t be interested in it would you like to learn more about it no i m only going to die once and i ve got enough for that thank you i,5,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense expensive it is truly defined for the fox i wouldn t be interested in it would you like to learn more about it no i m only going to die once and i ve got enough for that thank you i,dnq
1162,i am at five a neat regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people the people on fixed income or social security would you like to learn more about it yes,5,i am at five a neat regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people the people on fixed income or social security would you like to learn more about it yes,dnq
1168,o,5,o,dnq
1169,no george this,5,no george this,dnq
1172,excellent this,5,excellent this,dnq
1173,done pretty good great this,5,done pretty good great this,dnq
1174,going fine,5,going fine,dnq
1179,yes very,5,yes very,dnq
1180,i m good but ttodaynot to morrow,5,i m good but ttodaynot to morrow,dnq
1184,will not,5,will not,dnq
1186,go and call us about a new state regulated final expense insurance insurance plan which covers a hundred percent of your burial funeral or cremation expenses would you like to learn more about it yes,5,go and call us about a new state regulated final expense insurance insurance plan which covers a hundred percent of your burial funeral or cremation expenses would you like to learn more about it yes,dnq
1189,i m fine,5,i m fine,dnq
1192,i thank you great this colt had a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the for the people on fixed income or social security would you like to learn more about i don t need that one in that area but i thank you for it,5,i thank you great this colt had a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the for the people on fixed income or social security would you like to learn more about i don t need that one in that area but i thank you for it,dnq
1198,don t it,5,don t it,dnq
1201,and good great this,5,and good great this,dnq
1202,here,5,here,dnq
1204,is for this,5,is for this,dnq
1207,do we,5,do we,dnq
1208,thank you great,5,thank you great,dnq
1213,oh i m fine let me turn my volume upon a tone that i can barely hear you grace this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is politically design designed for yes i understand it to learn more about it oh no i ve had these calls before and they go down to asking my age and then they say well i m too old and don t qualify i am eighty seven years old,5,oh i m fine let me turn my volume upon a tone that i can barely hear you grace this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is politically design designed for yes i understand it to learn more about it oh no i ve had these calls before and they go down to asking my age and then they say well i m too old and don t qualify i am eighty seven years old,dnq
1216,good,5,good,dnq
1218,miller,5,miller,dnq
1219,open this,5,open this,dnq
1226,well the sun is shining after doing good what can i do for you,5,well the sun is shining after doing good what can i do for you,dnq
1227,don t know it i reckon,5,don t know it i reckon,dnq
1236,i m doing just fine great this call,5,i m doing just fine great this call,dnq
1243,i m i m fine what did you want i,5,i m i m fine what did you want i,dnq
1253,but who are you trying to find,5,but who are you trying to find,dnq
1254,i m okay great this,5,i m okay great this,dnq
1260,ay go to bed,5,ay go to bed,dnq
1265,just wonderful,5,just wonderful,dnq
1270,fine great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is stated it is already i ve already got that ticket here would you like to learn more about it no thank you i completely understand that,5,fine great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is stated it is already i ve already got that ticket here would you like to learn more about it no thank you i completely understand that,dnq
