audio_tag,actual_english,class,cleaned_text,class_labels
15,i m doing pretty good ,12,i m doing pretty good ,sorry_greeting
1,course i am,11,course i am,positive
10,oh  mumbling,10,oh  mumbling,other
3,well just leave a message at the beep i guess bye,1,well just leave a message at the beep i guess bye,answering_machine
6,i am okay thank you ma am,7,i am okay thank you ma am,greetings
6,alright what do you want,7,alright what do you want,greetings
15,oh  terrible,12,oh  terrible,sorry_greeting
1,yeah him,11,yeah him,positive
1,we do,11,we do,positive
5,fuck you amy fuck you,4,fuck you amy fuck you,dnc
13,hello if you re talking to me about insurance forget it i have got all the insurance i can jam down my throat thankyou goodnight ,0,hello if you re talking to me about insurance forget it i have got all the insurance i can jam down my throat thankyou goodnight ,already_insured
6,i m doing fine,7,i m doing fine,greetings
16,i guess i m okay how are you doing,6,i guess i m okay how are you doing,greetback
6,i m okay how can i help you,7,i m okay how can i help you,greetings
5,anny this is a recording u call 40 time the fucking gay leave me alone,4,anny this is a recording u call 40 time the fucking gay leave me alone,dnc
5,i gotta pee,4,i gotta pee,dnc
6,i m doing good amy,7,i m doing good amy,greetings
4,we are just eating our dinner tonight and this is not a very good time to be talking ,3,we are just eating our dinner tonight and this is not a very good time to be talking ,busy
8,hello not interested thankyou,9,hello not interested thankyou,not_intrested
6,okay i guess,7,okay i guess,greetings
5,amy you ve called fourth times this week i already told you that i m not interested,4,amy you ve called fourth times this week i already told you that i m not interested,dnc
8,i just died,9,i just died,not_intrested
6,better,7,better,greetings
10,what can i do for you,10,what can i do for you,other
6,hello i m doing good no no yeah no ,7,hello i m doing good no no yeah no ,greetings
5,my birthday is damn eighty six years old doing very well i m alive,4,my birthday is damn eighty six years old doing very well i m alive,dnc
6,hello who is this hello hello,7,hello who is this hello hello,greetings
10,people asking are bunch of questions what he could i how could i mumble,10,people asking are bunch of questions what he could i how could i mumble,other
10,who you want to speak with,10,who you want to speak with,other
10,and you were going first class glory ,10,and you were going first class glory ,other
6,i m okay honey,7,i m okay honey,greetings
2,i don t care to talk,8,i don t care to talk,negative
2,i don t understand,8,i don t understand,negative
15,lousy,12,lousy,sorry_greeting
16,i m doing good how are you,6,i m doing good how are you,greetback
8,okay but i m not interested,9,okay but i m not interested,not_intrested
13,i m okay because   already i don t have,0,i m okay because   already i don t have,already_insured
6,i m doing fine thank you,7,i m doing fine thank you,greetings
10,you people need to get a life,10,you people need to get a life,other
15,i am no good,12,i am no good,sorry_greeting
10,hello mario mario ,10,hello mario mario ,other
5,who yes i don t know you don t call me no more ,4,who yes i don t know you don t call me no more ,dnc
8,i am fine and i don t need any care,9,i am fine and i don t need any care,not_intrested
2,we don t need senior citizen care,8,we don t need senior citizen care,negative
15,i m not doing good and the call kinda mind me get rest here,12,i m not doing good and the call kinda mind me get rest here,sorry_greeting
4,i m doing fine but i can t talk right now thank you,3,i m doing fine but i can t talk right now thank you,busy
6,okay i m okay what is it,7,okay i m okay what is it,greetings
15,amy i m awful amy i suck,12,amy i m awful amy i suck,sorry_greeting
6,i m pretty good,7,i m pretty good,greetings
13,i am good day i have all the insurance honey but appreciate your call thank you,0,i am good day i have all the insurance honey but appreciate your call thank you,already_insured
6,i m fine ma am,7,i m fine ma am,greetings
2,didn t  hear that,8,didn t  hear that,negative
15,bad,12,bad,sorry_greeting
8,we re not interested thank you,9,we re not interested thank you,not_intrested
6,hello just great thankyou for everything yeah i don t know what they re gonna do with me mumbling put me up post hold any kinda luck anyway  ,7,hello just great thankyou for everything yeah i don t know what they re gonna do with me mumbling put me up post hold any kinda luck anyway  ,greetings
8, but i dont need anything,9, but i dont need anything,not_intrested
16,i m good amy wassup,6,i m good amy wassup,greetback
6,uuh fine till you called,7,uuh fine till you called,greetings
15,misery,12,misery,sorry_greeting
16,i m doing good how you doing,6,i m doing good how you doing,greetback
6,i m doing fine what is this about,7,i m doing fine what is this about,greetings
10,are you gonna talk about medicare,10,are you gonna talk about medicare,other
16,fine amy how are you,6,fine amy how are you,greetback
2,i m not that old,8,i m not that old,negative
16,oh man i m greatt amy how you doing,6,oh man i m greatt amy how you doing,greetback
5,stop fricking calling me stop calling me stop calling me ,4,stop fricking calling me stop calling me stop calling me ,dnc
15,uh not so good,12,uh not so good,sorry_greeting
15,tired,12,tired,sorry_greeting
5,oh really terrible because people keep calling me on freaking days,4,oh really terrible because people keep calling me on freaking days,dnc
6,doing just fine,7,doing just fine,greetings
16,good amy how are you how s the family,6,good amy how are you how s the family,greetback
16,okay you,6,okay you,greetback
13,r u already recorded,0,r u already recorded,already_insured
6,fine ,7,fine ,greetings
5,hello i m doing fine amy you have only asked me three times today ,4,hello i m doing fine amy you have only asked me three times today ,dnc
6,fine ,7,fine ,greetings
10,so so,10,so so,other
10,senior citizen care,10,senior citizen care,other
16,pretty good how you doing,6,pretty good how you doing,greetback
5,i m doing alright why do you keep calling me,4,i m doing alright why do you keep calling me,dnc
4,i m alright right now  can t talk,3,i m alright right now  can t talk,busy
6,feeling better,7,feeling better,greetings
6,good ,7,good ,greetings
6,i m doing great amy,7,i m doing great amy,greetings
6,just fine ,7,just fine ,greetings
10,who s this,10,who s this,other
4,okay amy give me another call not today but probably tomorrow,3,okay amy give me another call not today but probably tomorrow,busy
6,hello i m fine,7,hello i m fine,greetings
4,i m doing okay amy i m in the mid of doing something and doing some work so what do you need,3,i m doing okay amy i m in the mid of doing something and doing some work so what do you need,busy
5,i dont know amy i think you called me the other day,4,i dont know amy i think you called me the other day,dnc
10,you doing who what,10,you doing who what,other
5,you called me about half an hour ago,4,you called me about half an hour ago,dnc
10,uh who is this,10,uh who is this,other
10,who are you from mam,10,who are you from mam,other
10,hanging in there,10,hanging in there,other
10,this is amy,10,this is amy,other
4,i m in the middle of a large stuff amy whats up ,3,i m in the middle of a large stuff amy whats up ,busy
6,very well who is this,7,very well who is this,greetings
10,a public day thank you bye,10,a public day thank you bye,other
5,do not call back,4,do not call back,dnc
15,i am dying how are you doing,12,i am dying how are you doing,sorry_greeting
10,ahan,10,ahan,other
6,oh i m alright what can i do for you,7,oh i m alright what can i do for you,greetings
6,i m doing very well thank you,7,i m doing very well thank you,greetings
16,doing good how are you,6,doing good how are you,greetback
10,who am i talking to,10,who am i talking to,other
10,i m in senior rehab and i m here because i have a call,10,i m in senior rehab and i m here because i have a call,other
10,amy amy amy,10,amy amy amy,other
8,i m not interested,9,i m not interested,not_intrested
6,well think i am fine,7,well think i am fine,greetings
16,well i m not too good how are you,6,well i m not too good how are you,greetback
16,doing fine you,6,doing fine you,greetback
10,what s your problem man what s that got to do with me mumbling i don t wanna know about state bank i wanna know about state bank no mumbling,10,what s your problem man what s that got to do with me mumbling i don t wanna know about state bank i wanna know about state bank no mumbling,other
7,okay but i don t need no senior citizen care i m not old enough yet,5,okay but i don t need no senior citizen care i m not old enough yet,dnq
10,no burger,10,no burger,other
16,i m doing good how about you honey,6,i m doing good how about you honey,greetback
15,i m not doing too good,12,i m not doing too good,sorry_greeting
5,get lost get lost get lost get lost don t call anymore,4,get lost get lost get lost get lost don t call anymore,dnc
4,well i was just ready to eat lunch,3,well i was just ready to eat lunch,busy
1,yes i m old enough i think i mm eighty eight years old,11,yes i m old enough i think i mm eighty eight years old,positive
6, i m fine what are you selling ,7, i m fine what are you selling ,greetings
5,i don t know how the hell i am doing i m just doing,4,i don t know how the hell i am doing i m just doing,dnc
5,show me your pussy amy,4,show me your pussy amy,dnc
10,ah,10,ah,other
4,i m doing pretty good i m in the middle of cooking right now i am sorry that i can t talk to you right now,3,i m doing pretty good i m in the middle of cooking right now i am sorry that i can t talk to you right now,busy
5,yeah bitch ,4,yeah bitch ,dnc
6,i m doing pretty well amy how can i help you,7,i m doing pretty well amy how can i help you,greetings
5,hello i m fine no i ve already deleted and blocked no i ve already and deleted and blocked mumbling will you please get off the phone and block my number please put me on the do not call list ,4,hello i m fine no i ve already deleted and blocked no i ve already and deleted and blocked mumbling will you please get off the phone and block my number please put me on the do not call list ,dnc
